date,item_id,price,code,store_id
2023-08-01,4a1f95fe4d4b,499.9,1,1
2023-08-01,0dd8744decce,129.9,1,1
2023-08-01,9b38c7e4dba9,136.0,1,1
2023-08-01,57cc87885c37,59.9,1,1
2023-08-01,6e17239c7ecd,1599.0,1,1
2023-08-01,959b6900b112,15.0,7,1
2023-08-01,7a35b74fbf8d,15.0,7,1
2023-08-01,e4a138ec2982,15.0,7,1
2023-08-01,c5d8d5e39619,99.9,29,1
2023-08-01,c08b8c75cdda,184.0,1,1
2023-08-01,2ca122101140,249.9,29,1
2023-08-01,a5846c1859a1,139.9,1,1
2023-08-01,14b80be30054,169.9,1,1
2023-08-01,0f80ab61d43a,228.0,1,1
2023-08-01,ea58bf40537f,199.9,1,1
2023-08-01,d48a074e35bf,799.9,31,1
2023-08-01,14e56913e68a,179.9,1,1
2023-08-01,f9775c0ed106,370.0,1,1
2023-08-01,19dfe802ea1b,184.0,1,1
2023-08-01,338dcabf8e62,141.0,1,1
2023-08-01,18f70516c4ba,499.9,1,1
2023-08-01,e0d076a73281,229.9,29,1
2023-08-01,0d04bf14ce29,229.9,29,1
2023-08-01,2ddc955de71b,899.9,1,1
2023-08-01,7df326b32b8c,349.9,29,1
2023-08-01,76f17ffcc8aa,159.9,31,1
2023-08-01,14142c3be2e4,179.9,31,1
2023-08-01,efc2c4548ad9,19.0,1,1
2023-08-01,b4af7aaaafe2,149.9,1,1
2023-08-01,a32218b4fbba,899.9,29,1
2023-08-01,0149de74eade,799.9,11,1
2023-08-01,c960426edf16,249.9,29,1
2023-08-01,60c47e51bf4e,399.9,1,1
2023-08-01,0c5398324300,229.9,1,1
2023-08-01,4ed8da0e5e50,229.9,1,1
2023-08-01,e0eca3b442ce,229.9,1,1
2023-08-01,783644fe9a0f,299.9,1,1
2023-08-01,4f2f59c2df02,229.9,1,1
2023-08-01,350a4243d3a3,50.0,1,1
2023-08-01,ab13b2e49994,50.0,1,1
2023-08-01,1783415a39c7,74.0,1,1
2023-08-01,92c49d176dac,68.0,1,1
2023-08-01,d5094e0cffeb,68.0,1,1
2023-08-01,aae145051e98,229.9,29,1
2023-08-01,3b96651edec6,69.0,1,1
2023-08-01,f21d7bc1cb2a,699.9,29,1
2023-08-01,7831ff7ddf8c,106.0,1,1
2023-08-01,3fab702fa502,99.9,29,1
2023-08-01,077ba4b4e76c,72.0,1,1
2023-08-01,bbcba297548b,124.0,1,1
2023-08-01,04a852e50d12,108.0,1,1
2023-08-01,893e0fe669d3,108.0,1,1
2023-08-01,7d7b44dc0a3b,5.0,7,1
2023-08-01,29b5e18f3080,519.99,11,1
2023-08-01,59db39f49c8d,199.9,1,1
2023-08-01,a007b19a5897,76.0,1,1
2023-08-01,d6e78557994c,76.0,1,1
2023-08-01,08dcb6d0c9bb,479.9,1,1
2023-08-01,bb6cbb39cb32,129.9,1,1
2023-08-01,b4953a1f64b9,129.9,1,1
2023-08-01,7c954d0e994e,129.9,1,1
2023-08-01,9d246fef2185,129.9,1,1
2023-08-01,e870213c3c3d,129.9,1,1
2023-08-01,be66db494f13,179.9,1,1
2023-08-01,870672f6f5b3,199.9,1,1
2023-08-01,dd9846a43610,229.9,1,1
2023-08-01,8592adc5d6b6,229.9,1,1
2023-08-01,3cc9229b3ead,699.9,31,1
2023-08-01,40c0a6a21413,84.0,1,1
2023-08-01,0fb6f39fca72,119.9,1,1
2023-08-01,89caab19e9d0,349.9,1,1
2023-08-01,d0d95ba197c4,302.0,1,1
2023-08-01,35d240370ce2,499.9,1,1
2023-08-01,5e095701f6e9,75.0,1,1
2023-08-01,dce9ea7da813,339.9,1,1
2023-08-01,5b0950853a55,279.9,11,1
2023-08-01,8027b2b6c8f0,289.9,11,1
2023-08-01,cfe48f1562f8,259.9,11,1
2023-08-01,c51e4ec506c9,79.9,29,1
2023-08-01,2e256ae26c2a,158.0,1,1
2023-08-01,e6a3ab8acdcf,649.9,1,1
2023-08-01,7e2b7f919028,899.9,1,1
2023-08-01,058c35e04823,299.0,3,1
2023-08-01,a507d7538121,158.0,1,1
2023-08-01,4e83c27f85b2,190.0,1,1
2023-08-01,3f7d8b24f7c7,209.0,1,1
2023-08-01,4193fc7ec6db,599.9,29,1
2023-08-01,056d36871f9b,1649.0,1,1
2023-08-01,ebab7ac1ba53,209.0,1,1
2023-08-01,f5217753fd4f,2169.0,1,1
2023-08-01,a9654a33b57b,76.0,1,1
2023-08-01,49eced5b5421,99.0,1,1
2023-08-01,edef15255492,159.0,1,1
2023-08-01,dde2cd1a072c,749.9,1,1
2023-08-01,865a5f2dbf2e,59.9,29,1
2023-08-01,eae5764d9189,230.0,1,1
2023-08-01,037590f53dcb,51.0,1,1
2023-08-01,503919e426e9,46.0,1,1
2023-08-01,ecb324e6330d,819.0,1,1
2023-08-01,be4764392e15,439.9,1,1
2023-08-01,7ceaf1f5a003,129.9,29,1
2023-08-01,bda092921494,199.9,29,1
2023-08-01,65fac9abe01d,99.9,29,1
2023-08-01,e8b045313802,259.9,11,1
2023-08-01,81e141878e2b,369.9,1,1
2023-08-01,145d9d276efb,419.9,1,1
2023-08-01,bca96ecfbc9c,249.9,29,1
2023-08-01,52738439ad17,549.9,1,1
2023-08-01,17d584eb68d0,1299.9,1,1
2023-08-01,f20ab5dd218b,179.9,1,1
2023-08-01,839c44120aa4,1299.9,1,1
2023-08-01,7437baf34132,127.0,1,1
2023-08-01,bb9cd6be6401,125.0,1,1
2023-08-01,2f9b083f86d3,73.0,1,1
2023-08-01,ad69b26b166d,159.0,1,1
2023-08-01,8e9d4de02c1a,199.9,1,1
2023-08-01,83646a74184d,144.9,1,1
2023-08-01,dd068c247ba2,519.9,1,1
2023-08-01,7428830d55b6,349.9,1,1
2023-08-01,abafdb7f64bd,58.0,1,1
2023-08-01,4aec406b290b,109.9,29,1
2023-08-01,698c581c5799,19.9,7,1
2023-08-01,178e2e57ca04,99.9,29,1
2023-08-01,bcf9e7b0c3e4,229.9,1,1
2023-08-01,6fa69451d086,199.9,29,1
2023-08-01,12b1b5bd1e36,119.9,3,1
2023-08-01,2f95e9466b39,219.9,1,1
2023-08-01,e3aca94c06db,79.0,1,1
2023-08-01,900307ad20d2,109.9,11,1
2023-08-01,4fcef9cec784,289.9,1,1
2023-08-01,71958e21c078,449.9,29,1
2023-08-01,023861d4f02f,75.0,1,1
2023-08-01,71b065b3462e,369.9,1,1
2023-08-01,20417b20b208,379.9,1,1
2023-08-01,388da8684dea,159.9,1,1
2023-08-01,ab7c342ea696,129.9,3,1
2023-08-01,63c57c69a0dd,159.9,1,1
2023-08-01,8c52b7187fa2,159.9,1,1
2023-08-01,24a130836af2,159.9,1,1
2023-08-01,c89288885638,9.0,7,1
2023-08-01,5ac0b2bf150d,99.9,29,1
2023-08-01,ee48e0dc685c,99.9,29,1
2023-08-01,6267d49864a3,99.9,29,1
2023-08-01,c7f3f36e94f8,164.0,1,1
2023-08-01,662689be2318,30.0,1,1
2023-08-01,705f6edab68c,166.0,1,1
2023-08-01,1aab07a2a659,99.9,29,1
2023-08-01,555e082c7275,272.0,1,1
2023-08-01,63e4bb745cc8,159.9,1,1
2023-08-01,83bcb3329f51,99.9,29,1
2023-08-01,e866bad08b17,176.9,22,1
2023-08-01,89cd6ac05140,342.0,1,1
2023-08-01,39c556a1ba9a,239.9,1,1
2023-08-01,9c5d1a7ae2b3,109.9,29,1
2023-08-01,20b2dc3b0bb0,99.0,1,1
2023-08-01,ca07abe8ebf7,144.0,1,1
2023-08-01,27b9af38e967,76.0,1,1
2023-08-01,c7836d6a9b1e,44.0,1,1
2023-08-01,f80ec002aa0e,76.0,1,1
2023-08-01,881042c45c55,159.9,1,1
2023-08-01,351836bbe743,72.0,1,1
2023-08-01,843ae6e2e765,420.0,1,1
2023-08-01,31c92abeb90b,38.0,1,1
2023-08-01,cc35111022ef,136.0,1,1
2023-08-01,5ca6bea0954c,106.0,1,1
2023-08-01,2fc15af5522a,88.0,1,1
2023-08-01,19d98f35e98d,72.0,1,1
2023-08-01,326f1279a7f3,99.9,1,1
2023-08-01,4b1b760d38f9,145.0,1,1
2023-08-01,87b794255afc,399.9,29,1
2023-08-01,9f36ebdbd206,89.9,29,1
2023-08-01,3884f735e9dc,34.9,1,1
2023-08-01,0c513a77a6b0,549.9,29,1
2023-08-01,e3c7fb6549f8,89.9,29,1
2023-08-01,ae6a88fa8d71,229.9,29,1
2023-08-01,d0e9197fe9da,89.9,29,1
2023-08-01,0494697a9b6c,89.9,29,1
2023-08-01,83d6d91620e7,81.0,1,1
2023-08-01,34a27bd93d86,299.9,1,1
2023-08-01,9f4ca69b0075,145.0,1,1
2023-08-01,516a15f548fa,295.0,1,1
2023-08-01,74b2431d8f53,649.9,1,1
2023-08-01,37d21d3407cc,99.9,29,1
2023-08-01,5ee00301b100,60.0,1,1
2023-08-01,c4bf3dd42c4d,99.9,29,1
2023-08-01,099b01d8b1a8,149.9,29,1
2023-08-01,9cf73302a293,99.9,29,1
2023-08-01,0264678a202b,169.9,1,1
2023-08-01,f24c58c9e49f,169.9,1,1
2023-08-01,820c47cef5aa,459.0,1,1
2023-08-01,c2a015a98e19,809.0,1,1
2023-08-01,effbc48d6a0c,1029.0,1,1
2023-08-01,ddf05f62d1f7,109.9,29,1
2023-08-01,e1fe2b4c0010,149.9,29,1
2023-08-01,af21c2ef1244,109.9,29,1
2023-08-01,41405544e5ec,99.9,1,1
2023-08-01,c09d8f41faa4,99.9,1,1
2023-08-01,6415cca36294,99.9,1,1
2023-08-01,83f80155e787,209.9,1,1
2023-08-01,f1ba30d53940,49.9,1,1
2023-08-01,cd1be82eb07e,49.9,1,1
2023-08-01,8f937aeb4df8,129.9,1,1
2023-08-01,2b6ade57d336,99.9,1,1
2023-08-01,324e2e6450c8,369.9,29,1
2023-08-01,574a0ce6f467,96.0,1,1
2023-08-01,be7bd2f95367,73.0,1,1
2023-08-01,98f11cf4104e,73.0,1,1
2023-08-01,021e10e8cbf6,73.0,1,1
2023-08-01,a97d00c19903,468.9,11,1
2023-08-01,54749abb34ea,289.0,1,1
2023-08-01,4c692cba98de,159.9,1,1
2023-08-01,3160cddc5056,159.9,1,1
2023-08-01,576343825cc5,119.0,1,1
2023-08-01,08494995236f,89.9,29,1
2023-08-01,44de1a6977d2,82.0,1,1
2023-08-01,69eaadc80ab5,402.0,1,1
2023-08-01,148187112583,5.0,7,1
2023-08-01,98979eed38e9,5.0,7,1
2023-08-01,039823e72e87,159.9,29,1
2023-08-01,760020c9a42c,49.9,29,1
2023-08-01,ee10681b61dd,49.9,29,1
2023-08-01,f2db8426e5e0,49.9,29,1
2023-08-01,7c9e5d98fc8a,169.0,1,1
2023-08-01,f1c124cf6cca,49.9,29,1
2023-08-01,33ed256d41fc,469.0,1,1
2023-08-01,304d2e6560c7,999.9,29,1
2023-08-01,8e3cb4bbfe89,159.0,1,1
2023-08-01,d4e6104eb37a,299.0,1,1
2023-08-01,380c8446b5fa,189.9,29,1
2023-08-01,31f24a5d9692,89.0,1,1
2023-08-01,ce8420642cc1,209.0,1,1
2023-08-01,5a5c32407744,99.9,29,1
2023-08-01,c0067def74e7,139.9,1,1
2023-08-01,043058e59eac,103.0,1,1
2023-08-01,4f2db5c52520,159.9,29,1
2023-08-01,b30e7bbda3b5,719.0,1,1
2023-08-01,6e1154c14b5f,1999.9,1,1
2023-08-01,e63cbd78f9f2,169.9,29,1
2023-08-01,86dd9802db85,169.9,29,1
2023-08-01,d610de4043fc,54.0,1,1
2023-08-01,7e99fdedc784,99.9,29,1
2023-08-01,9fd7dbfc626d,599.0,1,1
2023-08-01,d7e740a0c98d,99.9,29,1
2023-08-01,88773b230ca7,699.0,1,1
2023-08-01,7315e81cab62,112.0,1,1
2023-08-01,443dc40f11fb,549.9,1,1
2023-08-01,acb0e8558662,159.9,1,1
2023-08-01,9c073a067d3b,199.9,1,1
2023-08-01,ba27d1f9fa5d,409.0,1,1
2023-08-01,ec70b0b31420,199.9,1,1
2023-08-01,9f02c742f21f,139.9,1,1
2023-08-01,b944a757184d,139.9,1,1
2023-08-01,6a6d6fc82f6c,139.9,1,1
2023-08-01,baf06355045d,239.0,1,1
2023-08-01,c5bf60aab059,108.0,1,1
2023-08-01,f27fd32437d5,539.0,1,1
2023-08-01,bc50d4f2991c,202.0,1,1
2023-08-01,e37d494f885b,178.0,1,1
2023-08-01,b5c9297d9315,156.0,1,1
2023-08-01,f19e21a2e278,369.9,1,1
2023-08-01,b7bd3f86d927,60.0,7,1
2023-08-01,333462937a4d,194.0,1,1
2023-08-01,0ab1977504ba,360.0,1,1
2023-08-01,976642f8edc7,260.0,1,1
2023-08-01,b90bbbd2ae16,124.0,1,1
2023-08-01,317f25e59803,499.99,11,1
2023-08-01,523763e78f07,99.9,1,1
2023-08-01,44ed446b5e4d,179.9,1,1
2023-08-01,7d6319edead3,159.9,29,1
2023-08-01,12df2d2f63d9,249.9,29,1
2023-08-01,967aefde2f8a,74.0,1,1
2023-08-01,7cea618d3e4e,879.9,29,1
2023-08-01,ce651ac09895,194.0,1,1
2023-08-01,9919f61c2b36,99.9,29,1
2023-08-01,ad9564653c41,99.9,29,1
2023-08-01,70398992b359,199.9,1,1
2023-08-01,967dc6ce10b7,199.9,1,1
2023-08-01,d30beee2c19a,212.0,1,1
2023-08-01,2d1cbda2960a,799.9,1,1
2023-08-01,7eb00596805c,469.9,1,1
2023-08-01,a1666fae25ee,125.0,1,1
2023-08-01,698e719aa4ca,125.0,1,1
2023-08-01,e341c8c584a1,125.0,1,1
2023-08-01,a41c276b6046,529.9,11,1
2023-08-01,63c58d0c1f1c,769.9,11,1
2023-08-01,d7ae5af667fa,479.9,29,1
2023-08-01,7c5f11d6ab96,219.9,1,1
2023-08-01,c41b457461f0,169.9,1,1
2023-08-01,aad08377f6e9,78.0,1,1
2023-08-01,e6e00a95159a,78.0,1,1
2023-08-01,5cb50337b463,279.9,1,1
2023-08-01,d34e1d1bc614,76.0,1,1
2023-08-01,eb76258b69f8,119.0,1,1
2023-08-01,41f3920bd603,119.0,1,1
2023-08-01,3ca2d6b3d924,139.9,1,1
2023-08-01,6f4cdfcf78eb,129.9,1,1
2023-08-01,0bc216b1a1c2,15.0,7,1
2023-08-01,45c773497bef,15.0,7,1
2023-08-01,66793c4f3a6a,15.0,7,1
2023-08-01,490661246eff,199.0,3,1
2023-08-01,49a24b3026c9,249.9,1,1
2023-08-01,42bd0a357787,299.9,1,1
2023-08-01,ab40a6d8b588,34.0,1,1
2023-08-01,719a44718a7f,1499.9,1,1
2023-08-01,14c77bb70d66,229.99,11,1
2023-08-01,710d94d60250,509.0,1,1
2023-08-01,215b8b1d4335,60.0,1,1
2023-08-01,86b2acdb37d4,169.9,29,1
2023-08-01,c322127b2a40,169.9,29,1
2023-08-01,f8c1c265ad91,369.9,36,1
2023-08-01,65fbcaa547be,199.9,1,1
2023-08-01,c992e2db591a,499.9,1,1
2023-08-01,ae74da49b8a2,149.9,1,1
2023-08-01,99bf8ca77e14,74.0,1,1
2023-08-01,d7b1203906af,146.0,1,1
2023-08-01,2fea483d3a5c,146.0,1,1
2023-08-01,fec0dd4dbb91,179.0,1,1
2023-08-01,4b6895649d76,108.0,1,1
2023-08-01,7e24e99a081a,108.0,1,1
2023-08-01,c918d1d6c13e,309.0,1,1
2023-08-01,7b2dfcdbfe07,212.0,1,1
2023-08-01,5c853a2a7326,212.0,1,1
2023-08-01,f4a6d1f70acb,79.9,29,1
2023-08-01,f65d96405392,44.0,1,1
2023-08-01,47cf52f11187,299.9,1,1
2023-08-01,2019fbe96d1f,99.9,1,1
2023-08-01,d12475622c10,529.9,1,1
2023-08-01,4b318568c60b,529.9,1,1
2023-08-01,80f785b95f44,99.9,1,1
2023-08-01,fc12dc41a7e5,199.9,1,1
2023-08-01,956f145d8aff,10.0,7,1
2023-08-01,7de5ca12c119,19.9,7,1
2023-08-01,dbb2fd8bb144,19.9,7,1
2023-08-01,ccf6a4fa69ec,19.9,7,1
2023-08-01,861188885371,89.0,1,1
